timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-12T08:56:03,1,d1d4db0f-2863-4e9b-8829-6de81bf6bd07,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,51.79840500099817,0.0007599545117307927,1.467138827375376e-05,9.638315918610001,126.36364873283938,20.0,0.00013336795564514604,0.001847988700611758,0.0002765554573668245,0.002257912113623728,0.0,Greece,GRC,central macedonia,,,Linux-6.17.0-23-generic-x86_64-with-glibc2.42,3.13.7,3.2.6,24,Intel(R) Core(TM) i7-14650HX,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,22.9358,40.6439,31.052265167236328,machine,2.0,88.3,50.07,14.387171020507813,N,1.0,0.0
