timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-12T08:59:50,2,f410d035-33be-45a5-9cc3-20b2deb2e99f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,52.618512635002844,0.0007912766649662005,1.5037989964768181e-05,9.694986683460002,130.52967846381824,20.0,0.0001362303480052184,0.0019336401580218876,0.0002811033213220071,0.0023509738273491134,0.0,Greece,GRC,central macedonia,,,Linux-6.17.0-23-generic-x86_64-with-glibc2.42,3.13.7,3.2.6,24,Intel(R) Core(TM) i7-14650HX,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,22.9358,40.6439,31.052265167236328,machine,1.307843137254902,96.90196078431373,50.22941176470588,14.456630631989123,N,1.0,0.0
